"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","raster_mean"
2770,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",15,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,29.3,"tmax",0.4,"SD",5,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2771,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",20,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,31.1,"tmax",0.3,"SD",5,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2772,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",26,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,33.8,"tmax",0.2,"SD",5,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2773,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",28,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,33.9,"tmax",0.2,"SD",5,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2774,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",12,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,28.9,"tmax",0.5,"SD",5,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2775,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",15,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,29,"tmax",0.4,"SD",5,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2776,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",20,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,30.9,"tmax",0.3,"SD",5,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2777,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",26,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,33.6,"tmax",0.2,"SD",5,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2778,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",28,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,33.7,"tmax",0.2,"SD",5,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2795,"Scardinius erythrophthalmus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"EIFAC 1969","Comte","Scardinius erythrophthalmus_52.72_NA",25.1,52.72,18.54,"","Scardinius","erythrophthalmus","Poland",NA,36.4,"tmax",NA,"SD",NA,"lethal","death","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Scardinius","erythrophthalmus","1460","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","unk","",61.7,"Froese & Pauly, 2000","","","","","","","M. Kennedy & Fitzmaurice, 1974","non-migratory","M. Kennedy & Fitzmaurice, 1974",NA,NA,"","unk","","Nikki","6935","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2796,"Scardinius erythrophthalmus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"EIFAC 1969","Comte","Scardinius erythrophthalmus_52.72_NA",21,52.72,18.54,"","Scardinius","erythrophthalmus","Poland",NA,34.8,"tmax",NA,"SD",NA,"lethal","death","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Scardinius","erythrophthalmus","1460","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","unk","",61.7,"Froese & Pauly, 2000","","","","","","","M. Kennedy & Fitzmaurice, 1974","non-migratory","M. Kennedy & Fitzmaurice, 1974",NA,NA,"","unk","","Nikki","6935","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2797,"Scardinius erythrophthalmus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"EIFAC 1969","Comte","Scardinius erythrophthalmus_52.72_NA",19,52.72,18.54,"","Scardinius","erythrophthalmus","Poland",NA,34.3,"tmax",NA,"SD",NA,"lethal","death","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Scardinius","erythrophthalmus","1460","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","unk","",61.7,"Froese & Pauly, 2000","","","","","","","M. Kennedy & Fitzmaurice, 1974","non-migratory","M. Kennedy & Fitzmaurice, 1974",NA,NA,"","unk","","Nikki","6935","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2803,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Semotilus atromaculatus_35.96_NA",25,35.96,-83.92,"","Semotilus","atromaculatus","Knoxville Tenesee US",NA,31.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2805,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Semotilus atromaculatus_43.64_NA",25,43.64,-79.49,"","Semotilus","atromaculatus","Toronto Ontario Canada",NA,30.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2806,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Semotilus atromaculatus_43.64_NA",25,43.64,-79.49,"","Semotilus","atromaculatus","Toronto Ontario Canada",NA,31.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2807,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Semotilus atromaculatus_43.64_NA",10,43.64,-79.49,"","Semotilus","atromaculatus","Toronto Ontario Canada",NA,27.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2808,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Semotilus atromaculatus_43.64_NA",15,43.64,-79.49,"","Semotilus","atromaculatus","Toronto Ontario Canada",NA,29.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2809,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Semotilus atromaculatus_43.64_NA",20,43.64,-79.49,"","Semotilus","atromaculatus","Toronto Ontario Canada",NA,30.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2815,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Wismer & Christie 1987","Comte","Semotilus atromaculatus_43.64_NA",10,43.64,-79.49,"","Semotilus","atromaculatus","Toronto Ontario Canada",NA,31.5,"tmax",NA,"SD",NA,"critical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2816,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Wismer & Christie 1987","Comte","Semotilus atromaculatus_43.64_NA",7.2,43.64,-79.49,"","Semotilus","atromaculatus","Toronto Ontario Canada",NA,32.3,"tmax",NA,"SD",NA,"critical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2822,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Wismer & Christie 1987","Comte","Semotilus atromaculatus_43.83_NA",5,43.83,-79.48,"","Semotilus","atromaculatus","Thornhill Ontario US",NA,30.3,"tmax",NA,"SD",NA,"critical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2823,"Semotilus atromaculatus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Semotilus atromaculatus_28.987263_NA",20,28.987263,-81.356306,"inferred","Semotilus","atromaculatus","St. John's River, Florida, United States",NA,30.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Semotilus","atromaculatus","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",30.3,"Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","19.1","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.013-0.03","Belica & Rahel, 2008","Nikki","2920","Froese & Pauly, 2000","NA","NA",NA
2824,"Siphateles bicolor","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"McClanahan et al. 1986","Comte","Siphateles bicolor_35.67_NA",18,35.67,-117.64,"","Siphateles","bicolor","Lake Lark Seep China",7,33.5,"tmax",NA,"SD",5,"critical","LOE","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Siphateles","bicolor","730","NatureServe, 2020","730","NatureServe, 2020","","unk","",45,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","13140","Finger & May, 2015","NA","NA",NA
2825,"Siphateles bicolor","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"McClanahan et al. 1986","Comte","Siphateles bicolor_35.67_NA",24,35.67,-117.64,"","Siphateles","bicolor","Lake Lark Seep China",7,34.9,"tmax",NA,"SD",5,"critical","LOE","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Siphateles","bicolor","730","NatureServe, 2020","730","NatureServe, 2020","","unk","",45,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","13140","Finger & May, 2015","NA","NA",NA
2826,"Siphateles bicolor","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"McClanahan et al. 1986","Comte","Siphateles bicolor_35.67_NA",30,35.67,-117.64,"","Siphateles","bicolor","Lake Lark Seep China",7,36.2,"tmax",NA,"SD",5,"critical","LOE","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Siphateles","bicolor","730","NatureServe, 2020","730","NatureServe, 2020","","unk","",45,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","13140","Finger & May, 2015","NA","NA",NA
2827,"Siphateles bicolor","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"McClanahan et al. 1986","Comte","Siphateles bicolor_35.69_NA",18,35.69,-117.62,"","Siphateles","bicolor","Lake Lark Seep China",7,33.5,"tmax",NA,"SD",10,"critical","LOE","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Siphateles","bicolor","730","NatureServe, 2020","730","NatureServe, 2020","","unk","",45,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","13140","Finger & May, 2015","NA","NA",NA
2828,"Siphateles bicolor","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"McClanahan et al. 1986","Comte","Siphateles bicolor_35.69_NA",24,35.69,-117.62,"","Siphateles","bicolor","Lake Lark Seep China",7,34.9,"tmax",NA,"SD",10,"critical","LOE","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Siphateles","bicolor","730","NatureServe, 2020","730","NatureServe, 2020","","unk","",45,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","13140","Finger & May, 2015","NA","NA",NA
2829,"Siphateles bicolor","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"McClanahan et al. 1986","Comte","Siphateles bicolor_35.69_NA",30,35.69,-117.62,"","Siphateles","bicolor","Lake Lark Seep China",7,36.2,"tmax",NA,"SD",10,"critical","LOE","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Siphateles","bicolor","730","NatureServe, 2020","730","NatureServe, 2020","","unk","",45,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","13140","Finger & May, 2015","NA","NA",NA
2876,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Rajaguru & Ramachandran 2001","Comte","Terapon jarbua_11.49_NA",20,11.49,79.76,"","Terapon","jarbua","Vellar Brackish Tamil Nadu India",7,37.55,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Terapon","jarbua","2555","Fortaleza et al., 2019","2372.5","Fortaleza et al., 2019","","10-100","Liu et al., 2015",36,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","3650","Targetfish (Terapon jarbua), n.d.","NA","NA",NA
2877,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Rajaguru & Ramachandran 2001","Comte","Terapon jarbua_11.49_NA",25,11.49,79.76,"","Terapon","jarbua","Vellar Brackish Tamil Nadu India",7,37.99,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Terapon","jarbua","2555","Fortaleza et al., 2019","2372.5","Fortaleza et al., 2019","","10-100","Liu et al., 2015",36,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","3650","Targetfish (Terapon jarbua), n.d.","NA","NA",NA
2878,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Rajaguru & Ramachandran 2001","Comte","Terapon jarbua_11.49_NA",28,11.49,79.76,"","Terapon","jarbua","Vellar Brackish Tamil Nadu India",7,38.46,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Terapon","jarbua","2555","Fortaleza et al., 2019","2372.5","Fortaleza et al., 2019","","10-100","Liu et al., 2015",36,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","3650","Targetfish (Terapon jarbua), n.d.","NA","NA",NA
2879,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Rajaguru & Ramachandran 2001","Comte","Terapon jarbua_11.49_NA",30,11.49,79.76,"","Terapon","jarbua","Vellar Brackish Tamil Nadu India",7,39.57,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Terapon","jarbua","2555","Fortaleza et al., 2019","2372.5","Fortaleza et al., 2019","","10-100","Liu et al., 2015",36,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","3650","Targetfish (Terapon jarbua), n.d.","NA","NA",NA
2880,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Rajaguru & Ramachandran 2001","Comte","Terapon jarbua_11.49_NA",35,11.49,79.76,"","Terapon","jarbua","Vellar Brackish Tamil Nadu India",7,40.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Terapon","jarbua","2555","Fortaleza et al., 2019","2372.5","Fortaleza et al., 2019","","10-100","Liu et al., 2015",36,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","3650","Targetfish (Terapon jarbua), n.d.","NA","NA",NA
2881,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Rajaguru 2002","Comte","Terapon jarbua_11.49_NA",28,11.49,79.76,"","Terapon","jarbua","Vellar Brackish Tamil Nadu India",NA,38.46,"tmax",0.11,"SD",10,"lethal","death","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Terapon","jarbua","2555","Fortaleza et al., 2019","2372.5","Fortaleza et al., 2019","","10-100","Liu et al., 2015",36,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","3650","Targetfish (Terapon jarbua), n.d.","NA","NA",NA
2882,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Rajaguru 2002","Comte","Terapon jarbua_11.49_NA",20,11.49,79.76,"","Terapon","jarbua","Vellar Brackish Tamil Nadu India",NA,37.55,"tmax",NA,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Terapon","jarbua","2555","Fortaleza et al., 2019","2372.5","Fortaleza et al., 2019","","10-100","Liu et al., 2015",36,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","3650","Targetfish (Terapon jarbua), n.d.","NA","NA",NA
2883,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Rajaguru 2002","Comte","Terapon jarbua_11.49_NA",25,11.49,79.76,"","Terapon","jarbua","Vellar Brackish Tamil Nadu India",NA,37.99,"tmax",NA,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Terapon","jarbua","2555","Fortaleza et al., 2019","2372.5","Fortaleza et al., 2019","","10-100","Liu et al., 2015",36,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","3650","Targetfish (Terapon jarbua), n.d.","NA","NA",NA
